,symbol,name,reportDate,fiscalDateEnding,estimate,currency
5308,RWT,Redwood Trust Inc,2022-04-26,2022-03-31,0.32,USD
5311,RXT,Rackspace Technology Inc,2022-05-09,2022-03-31,0.23,USD
5312,RY,Royal Bank Of Canada,2022-05-25,2022-04-30,2.1,CAD
5317,RYN,Rayonier Inc,2022-05-03,2022-03-31,0.18,USD
5325,SACH,Sachem Capital Corp,2022-03-29,2021-12-31,0.13,USD
5328,SAFE,Safehold Inc,2022-04-20,2022-03-31,0.43,USD
5329,SAFM,Sanderson Farms Inc,2022-05-25,2022-04-30,6.01,USD
5332,SAH,Sonic Automotive Inc - Class A,2022-04-27,2022-03-31,2.16,USD
5333,SAIA,Saia Inc,2022-04-26,2022-03-31,2.66,USD
5334,SAIC,Science Applications International Corp,2022-03-23,2022-01-31,1.24,USD
5337,SAL,Salisbury Bancorp Inc,2022-04-19,2022-03-31,1.46,USD
5338,SALM,Salem Media Group Inc - Class A,2022-03-02,2021-12-31,0.06,USD
5340,SAM,Boston Beer Co. Inc - Class A,2022-04-20,2022-03-31,2.31,USD
5341,SAMG,Silvercrest Asset Management Group Inc - Class A,2022-03-02,2021-12-31,0.37,USD
5347,SAND,Sandstorm Gold Ltd,2022-04-27,2022-03-31,0.04,USD
5349,SANM,Sanmina Corp,2022-05-02,2022-03-31,1.01,USD
5351,SAR,Saratoga Investment Corp,2022-05-03,2022-02-28,0.54,USD
5353,SASR,Sandy Spring Bancorp,2022-04-20,2022-03-31,0.98,USD
5354,SATS,EchoStar Corp,2022-05-04,2022-03-31,0.34,USD
5361,SBAC,SBA Communications Corp - Class A,2022-02-28,2021-12-31,0.69,USD
5363,SBCF,Seacoast Banking Corp Of Florida,2022-04-20,2022-03-31,0.41,USD
5364,SBFG,SB Financial Group Inc,2022-04-28,2022-03-31,0.25,USD
5366,SBH,Sally Beauty Holdings Inc,2022-05-04,2022-03-31,0.51,USD
5368,SBLK,Star Bulk Carriers Corp,2022-05-17,2022-03-31,1.29,USD
5369,SBNY,Signature Bank,2022-04-19,2022-03-31,4.28,USD
5370,SBOW,SilverBow Resources Inc,2022-03-02,2021-12-31,3.27,USD
5372,SBRA,Sabra Healthcare REIT Inc,2022-05-03,2022-03-31,0.18,USD
5373,SBSI,Southside Bancshares Inc,2022-04-21,2022-03-31,0.7,USD
5374,SBT,Sterling Bancorp Inc,2022-05-02,2022-03-31,0.09,USD
5378,SBUX,Starbucks Corp,2022-05-03,2022-03-31,0.61,USD
5385,SCHN,Schnitzer Steel Industries Inc - Class A,2022-04-05,2022-02-28,1.41,USD
5386,SCHW,Charles Schwab Corp,2022-04-13,2022-03-31,0.84,USD
5387,SCI,Service Corp International,2022-05-02,2022-03-31,0.97,USD
5390,SCL,Stepan Company,2022-04-25,2022-03-31,1.42,USD
5391,SCM,Stellus Capital Investment Corp,2022-03-01,2021-12-31,0.28,USD
5398,SCPL,Sciplay Corp - Class A,2022-02-28,2021-12-31,0.23,USD
5401,SCS,Steelcase Inc - Class A,2022-03-21,2022-02-28,0.02,USD
5402,SCSC,Scansource Inc,2022-05-09,2022-03-31,0.67,USD
5403,SCU,Sculptor Capital Management Inc - Class A,2022-05-03,2022-03-31,0.43,USD
5405,SCVL,Shoe Carnival Inc,2022-03-22,2022-02-28,0.44,USD
5427,SEDG,Solaredge Technologies Inc,2022-05-02,2022-03-31,1.29,USD
5428,SEE,Sealed Air Corp,2022-05-02,2022-03-31,0.94,USD
5431,SEIC,SEI Investments Company,2022-04-19,2022-03-31,0.96,USD
5434,SEM,Select Medical Holdings Corporation,2022-05-04,2022-03-31,0.51,USD
5441,SF,Stifel Financial Corp,2022-04-25,2022-03-31,1.69,USD
5443,SFBS,ServisFirst Bancshares Inc,2022-04-18,2022-03-31,1.04,USD
5448,SFL,SFL Corporation Ltd,2022-05-10,2022-03-31,0.24,USD
5450,SFNC,Simmons First National Corp - Class A,2022-04-18,2022-03-31,0.51,USD
5451,SFST,Southern First Bancshares Inc,2022-04-25,2022-03-31,1.08,USD
5457,SGC,Superior Group of Companies Inc.,2022-02-28,2021-12-31,0.51,USD
5462,SGFY,Signify Health Inc - Class A,2022-03-02,2021-12-31,0.03,USD
5464,SGH,SMART Global Holdings Inc,2022-04-04,2022-02-28,0.72,USD
5469,SGMS,Scientific Games Corporation,2022-03-01,2021-12-31,0.13,USD
5475,SGRY,Surgery Partners Inc,2022-02-28,2021-12-31,0.19,USD
5486,SHBI,Shore Bancshares Inc,2022-04-27,2022-03-31,0.34,USD
5487,SHC,Sotera Health Company,2022-03-01,2021-12-31,0.22,USD
5489,SHEN,Shenandoah Telecommunications Company,2022-02-28,2021-12-31,0.04,USD
5491,SHERF,SHERF,2022-04-26,2022-03-31,0.05,CAD
5494,SHIP,Seanergy Maritime Holdings Corp,2022-03-21,2021-12-31,0.11,USD
5496,SHLS,Shoals Technologies Group Inc - Class A,2022-03-14,2021-12-31,0.04,USD
5498,SHLX,Shell Midstream Partners L.P.,2022-04-28,2022-03-31,0.39,USD
5500,SHOO,Steven Madden Ltd,2022-04-26,2022-03-31,0.49,USD
5501,SHOP,Shopify Inc - Class A,2022-04-26,2022-03-31,1.06,USD
5502,SHW,Sherwin-Williams Company,2022-04-25,2022-03-31,1.55,USD
5503,SHYF,Shyft Group Inc (The),2022-05-04,2022-03-31,0.43,USD
5504,SI,Silvergate Capital Corp - Class A,2022-04-18,2022-03-31,0.49,USD
5514,SIG,Signet Jewelers Ltd,2022-03-16,2022-02-28,4.99,USD
5517,SIGI,Selective Insurance Group Inc,2022-04-26,2022-03-31,1.4,USD
5519,SILC,Silicom Ltd,2022-04-27,2022-03-31,0.41,USD
5523,SIMO,Silicon Motion Technology Corp,2022-05-03,2022-03-31,1.52,USD
5525,SIRI,Sirius XM Holdings Inc,2022-04-26,2022-03-31,0.08,USD
5528,SITC,SITE Centers Corp,2022-04-20,2022-03-31,0.05,USD
5529,SITE,SiteOne Landscape Supply Inc,2022-05-03,2022-03-31,0.13,USD
5530,SITM,SiTime Corp,2022-05-02,2022-03-31,0.76,USD
5531,SIVB,SVB Financial Group,2022-04-20,2022-03-31,6.23,USD
5535,SJI,South Jersey Industries Inc,2022-05-03,2022-03-31,1.16,USD
5536,SJM,J.M. Smucker Company,2022-03-01,2022-01-31,2.09,USD
5537,SJR,Shaw Communications Inc - Class B,2022-04-12,2022-02-28,0.31,CAD
5540,SJW,SJW Group,2022-04-26,2022-03-31,0.1,USD
5544,SKT,Tanger Factory Outlet Centers Inc,2022-05-03,2022-03-31,0.13,USD
5545,SKX,Skechers U S A Inc - Class A,2022-04-20,2022-03-31,0.74,USD
5546,SKY,Skyline Champion Corp,2022-05-23,2022-03-31,1.0,USD
5548,SLAB,Silicon Laboratories Inc,2022-04-26,2022-03-31,0.64,USD
5549,SLB,Schlumberger Ltd,2022-04-21,2022-03-31,0.37,USD
5553,SLF,Sun Life Financial Inc,2022-05-11,2022-03-31,1.16,CAD
5554,SLG,SL Green Realty Corp,2022-04-19,2022-03-31,0.01,USD
5559,SLGL,Sol-Gel Technologies Ltd,2022-03-02,2021-12-31,0.4,USD
5561,SLGN,Silgan Holdings Inc,2022-04-26,2022-03-31,0.77,USD
5563,SLM,SLM Corp,2022-04-19,2022-03-31,0.94,USD
5568,SLP,Simulations Plus Inc,2022-04-11,2022-02-28,0.14,USD
5570,SLRC,SLR Investment Corp,2022-03-01,2021-12-31,0.38,USD
5579,SMBK,SmartFinancial Inc,2022-04-18,2022-03-31,0.51,USD
5580,SMCI,Super Micro Computer Inc,2022-05-02,2022-03-31,0.8,USD
5581,SMED,Sharps Compliance Corp,2022-04-26,2022-03-31,0.04,USD
5584,SMG,Scotts Miracle-Gro Company - Class A,2022-05-03,2022-03-31,5.02,USD
5589,SMLR,Semler Scientific Inc,2022-02-28,2021-12-31,0.41,USD
5592,SMMF,Summit Financial Group Inc,2022-04-20,2022-03-31,0.83,USD
5595,SMP,Standard Motor Products Inc,2022-05-03,2022-03-31,0.77,USD
5596,SMPL,Simply Good Foods Company,2022-04-05,2022-02-28,0.27,USD
5599,SMTC,Semtech Corp,2022-03-15,2022-01-31,0.69,USD
5601,SNA,Snap-on Inc,2022-04-20,2022-03-31,3.69,USD
5602,SNAP,Snap Inc - Class A,2022-04-20,2022-03-31,0.01,USD
5603,SNBR,Sleep Number Corp,2022-04-19,2022-03-31,0.7,USD
5604,SNCAF,SNCAF,2022-03-03,2021-12-31,0.27,CAD
5606,SNCR,Synchronoss Technologies Inc,2022-03-07,2021-12-31,0.01,USD
5608,SNCY,Sun Country Airlines Holdings Inc,2022-05-03,2022-03-31,0.22,USD
5615,SNDR,Schneider National Inc - Class B,2022-04-27,2022-03-31,0.52,USD
5616,SNDX,Syndax Pharmaceuticals Inc,2022-03-07,2021-12-31,0.28,USD
5620,SNEX,StoneX Group Inc,2022-05-09,2022-03-31,1.51,USD
5628,SNOW,Snowflake Inc - Class A,2022-03-02,2022-01-31,0.03,USD
5630,SNPS,Synopsys Inc,2022-05-17,2022-04-30,2.37,USD
5636,SNV,Synovus Financial Corp,2022-04-18,2022-03-31,1.02,USD
5639,SNX,TD Synnex Corp,2022-03-21,2022-02-28,2.73,USD
5640,SO,Southern Company,2022-04-27,2022-03-31,0.92,USD
5647,SOI,Solaris Oilfield Infrastructure Inc - Class A,2022-05-02,2022-03-31,0.02,USD
5648,SOL,Renesola,2022-03-24,2021-12-31,0.06,USD
5655,SON,Sonoco Products Company,2022-04-21,2022-03-31,1.26,USD
5659,SONO,Sonos Inc,2022-05-10,2022-03-31,0.07,USD
5660,SOTK,Sono-Tek Corp,2022-05-23,2022-02-28,0.03,USD
5661,SP,SP Plus Corp,2022-04-26,2022-03-31,0.36,USD
5662,SPB,Spectrum Brands Holdings Inc,2022-05-05,2022-03-31,0.57,USD
5665,SPFI,South Plains Financial Inc,2022-04-25,2022-03-31,0.55,USD
5666,SPG,Simon Property Group Inc,2022-05-09,2022-03-31,1.38,USD
5667,SPGI,S&P Global Inc,2022-04-27,2022-03-31,3.5,USD
5678,SPNS,Sapiens International Corp NV,2022-05-02,2022-03-31,0.28,USD
5692,SPSC,SPS Commerce Inc,2022-04-27,2022-03-31,0.47,USD
5694,SPWR,Sunpower Corp,2022-05-03,2022-03-31,0.02,USD
5695,SPXC,SPX Corp,2022-05-04,2022-03-31,0.58,USD
5700,SQSP,Squarespace Inc - Class A,2022-03-07,2021-12-31,0.15,USD
5703,SR,Spire Inc,2022-05-05,2022-03-31,3.12,USD
5704,SRAX,SRAX Inc - Class A,2022-03-28,2021-12-31,2.53,USD
5706,SRC,Spirit Realty Capital Inc,2022-05-03,2022-03-31,0.35,USD
5707,SRCE,1st Source Corp,2022-04-20,2022-03-31,0.98,USD
5708,SRCL,Stericycle Inc,2022-04-27,2022-03-31,0.55,USD
5720,SRLP,Sprague Resources LP,2022-03-03,2021-12-31,0.34,USD
5732,SRT,Startek Inc,2022-03-14,2021-12-31,0.06,USD
5734,SRTS,Sensus Healthcare Inc,2022-05-04,2022-03-31,0.02,USD
5736,SSB,SouthState Corporation,2022-04-26,2022-03-31,1.31,USD
5737,SSD,Simpson Manufacturing Co. Inc,2022-04-25,2022-03-31,1.67,USD
5740,SSNC,SS&C Technologies Holdings Inc,2022-04-25,2022-03-31,1.26,USD
5742,SSRM,SSR Mining Inc,2022-05-04,2022-03-31,0.25,USD
5745,SSTI,ShotSpotter Inc,2022-05-09,2022-03-31,0.07,USD
5746,SSTK,Shutterstock Inc,2022-04-25,2022-03-31,0.86,USD
5749,ST,Sensata Technologies Holding Plc,2022-04-25,2022-03-31,0.76,USD
5750,STAA,Staar Surgical Company,2022-05-03,2022-04-30,0.12,USD
5755,STBA,S & T Bancorp Inc,2022-04-20,2022-03-31,0.57,USD
5756,STC,Stewart Information Services Corp,2022-04-19,2022-03-31,1.3,USD
5758,STE,Steris Plc,2022-05-16,2022-03-31,2.02,USD
5759,STER,Sterling Check Corp,2022-03-02,2021-12-31,0.17,USD
5765,STKL,Sunopta Inc,2022-05-10,2022-04-30,0.03,USD
5766,STKS,ONE Group Hospitality Inc,2022-03-14,2021-12-31,0.21,USD
5768,STL,Sterling Bancorp.,2022-04-18,2022-03-31,0.52,USD
5769,STLD,Steel Dynamics Inc,2022-04-18,2022-03-31,5.17,USD
5773,STN,Stantec Inc,2022-05-03,2022-03-31,0.5,USD
5778,STOR,Store Capital Corp,2022-05-04,2022-03-31,0.26,USD
5780,STRL,Sterling Construction Company Inc,2022-02-28,2021-12-31,0.37,USD
5784,STRR,Star Equity Holdings Inc,2022-03-07,2021-12-31,0.14,USD
5788,STRT,Strattec Security Corp,2022-04-20,2022-03-31,0.95,USD
5791,STT,State Street Corp,2022-04-14,2022-03-31,1.49,USD
5795,STX,Seagate Technology Holdings Plc,2022-04-19,2022-01-31,2.03,USD
5796,STXB,Spirit of Texas Bancshares Inc,2022-04-19,2022-03-31,0.52,USD
5799,STZ,Constellation Brands Inc - Class A,2022-04-06,2022-02-28,2.11,USD
5800,SU,Suncor Energy Inc,2022-05-02,2022-03-31,0.9,CAD
5801,SUI,Sun Communities Inc,2022-04-25,2022-03-31,0.29,USD
5807,SUN,Sunoco LP,2022-05-04,2022-03-31,1.01,USD
5809,SUNS,SLR Senior Investment Corp,2022-03-01,2021-12-31,0.29,USD
5827,SVM,Silvercorp Metals Inc,2022-05-18,2022-03-31,0.03,USD
5828,SWAV,ShockWave Medical Inc,2022-05-09,2022-03-31,0.19,USD
5829,SWBI,Smith & Wesson Brands Inc,2022-03-02,2022-01-31,0.86,USD
5831,SWI,SolarWinds Corp,2022-04-27,2022-03-31,0.22,USD
5833,SWK,Stanley Black & Decker Inc,2022-04-26,2022-03-31,1.71,USD
5834,SWKH,Swk Holdings Corp,2022-03-30,2021-12-31,0.26,USD
5836,SWKS,Skyworks Solutions Inc,2022-04-27,2022-03-31,2.63,USD
5837,SWM,Schweitzer-Mauduit International Inc,2022-05-03,2022-03-31,0.37,USD
5843,SXC,SunCoke Energy Inc,2022-04-26,2022-03-31,0.19,USD
5844,SXI,Standex International Corp,2022-05-04,2022-03-31,1.48,USD
5845,SXT,Sensient Technologies Corp,2022-04-29,2022-03-31,0.83,USD
5846,SY,So-Young International Inc,2022-03-21,2021-12-31,0.16,USD
5848,SYBT,Stock Yards Bancorp Inc,2022-04-19,2022-03-31,0.43,USD
5851,SYF,Synchrony Financial,2022-04-25,2022-03-31,1.54,USD
5852,SYK,Stryker Corp,2022-04-25,2022-03-31,2.06,USD
5856,SYNA,Synaptics Inc,2022-05-04,2022-03-31,3.55,USD
5857,SYNH,Syneos Health Inc - Class A,2022-04-27,2022-03-31,0.97,USD
5863,SYY,Sysco Corp,2022-05-02,2022-03-31,0.57,USD
5865,T,AT&T Inc,2022-04-21,2022-03-31,0.79,USD
5866,TA,TravelCenters of America Inc,2022-05-02,2022-03-31,0.05,USD
5868,TAC,Transalta Corp,2022-05-11,2022-03-31,0.13,USD
5869,TACO,Del Taco Restaurants Inc,2022-03-07,2021-12-31,0.14,USD
5876,TAP,Molson Coors Beverage Company - Class B,2022-04-27,2022-03-31,0.22,USD
5879,TARO,Taro Pharmaceutical Industries,2022-05-17,2022-03-31,0.88,USD
5880,TASK,TaskUs Inc Class A,2022-02-28,2021-12-31,0.33,USD
5885,TBBK,Bancorp Inc (The),2022-04-27,2022-03-31,0.5,USD
5887,TBI,TrueBlue Inc,2022-04-25,2022-03-31,0.35,USD
5889,TBK,Triumph Bancorp Inc,2022-04-19,2022-03-31,0.97,USD
5891,TBNK,Territorial Bancorp Inc,2022-04-27,2022-03-31,0.42,USD
5894,TCBI,Texas Capital Bancshares Inc,2022-04-19,2022-03-31,0.75,USD
5895,TCBK,Trico Bancshares,2022-04-26,2022-03-31,0.67,USD
5898,TCFC,Community Financial Corp,2022-04-22,2022-03-31,1.06,USD
5902,TCLAF,TCLAF,2022-03-08,2022-01-31,0.4,CAD
5904,TCN,Tricon Residential Inc,2022-03-02,2021-12-31,0.13,USD
5908,TCNNF,TCNNF,2022-03-21,2021-12-31,0.19,USD
5913,TCPC,BlackRock TCP Capital Corp,2022-05-03,2022-03-31,0.33,USD
5917,TCS,Container Store Group Inc,2022-05-16,2022-03-31,0.27,USD
5920,TD,Toronto Dominion Bank,2022-03-03,2022-01-31,1.61,CAD
5922,TDC,Teradata Corp,2022-05-04,2022-03-31,0.64,USD
5923,TDG,Transdigm Group Incorporated,2022-05-09,2022-03-31,3.69,USD
5925,TDS,Telephone And Data Systems Inc,2022-05-04,2022-03-31,0.3,USD
5929,TDY,Teledyne Technologies Inc,2022-04-26,2022-03-31,4.09,USD
5930,TEAM,Atlassian Corporation Plc - Class A,2022-04-27,2022-03-31,0.32,USD
5931,TECH,Bio-Techne Corp,2022-05-04,2022-03-31,2.0,USD
5932,TECK,Teck Resources Ltd - Class B,2022-04-27,2022-03-31,1.8,USD
5936,TEL,TE Connectivity Ltd,2022-04-19,2022-03-31,1.71,USD
5940,TEN,Tenneco Inc - Class A,2022-05-04,2022-03-31,0.85,USD
5941,TENB,Tenable Holdings Inc,2022-04-25,2022-03-31,0.05,USD
5944,TER,Teradyne Inc,2022-04-25,2022-03-31,0.88,USD
5950,TEX,Terex Corp,2022-04-27,2022-03-31,0.48,USD
5951,TFC,Truist Financial Corporation,2022-04-19,2022-03-31,1.11,USD
5955,TFII,TFI International Inc,2022-04-25,2022-03-31,1.22,USD
5956,TFSL,TFS Financial Corporation,2022-04-27,2022-03-31,0.05,USD
5957,TFX,Teleflex Incorporated,2022-04-27,2022-03-31,3.04,USD
5963,TGB,Taseko Mines Ltd,2022-05-03,2022-03-31,0.05,CAD
5966,TGH,Textainer Group Holdings Ltd,2022-05-09,2022-03-31,1.37,USD
5967,TGI,Triumph Group Inc,2022-05-18,2022-03-31,0.43,USD
5969,TGLS,Tecnoglass Inc,2022-02-28,2021-12-31,0.41,USD
5971,TGNA,TEGNA Inc,2022-02-28,2021-12-31,0.55,USD
5976,TGT,Target Corp,2022-03-01,2022-01-31,2.86,USD
5980,TH,Target Hospitality Corp - Class A,2022-03-28,2021-12-31,0.01,USD
5983,THC,Tenet Healthcare Corp,2022-04-18,2022-03-31,1.13,USD
5984,THFF,First Financial Corp - Indiana,2022-04-25,2022-03-31,1.01,USD
5985,THG,Hanover Insurance Group Inc,2022-04-27,2022-03-31,2.74,USD
5991,THO,Thor Industries Inc,2022-03-07,2022-01-31,3.39,USD
5992,THR,Thermon Group Holdings Inc,2022-05-25,2022-03-31,0.28,USD
5993,THRM,Gentherm Inc - Class A,2022-04-27,2022-03-31,0.52,USD
5998,TIG,Trean Insurance Group Inc,2022-03-22,2021-12-31,0.1,USD
6000,TIGO,Millicom International Cellular S.A.,2022-04-28,2022-03-31,0.15,USD
6001,TIGR,UP Fintech Holding Ltd,2022-03-24,2021-12-31,0.27,USD
6003,TILE,Interface Inc,2022-03-01,2021-12-31,0.31,USD
6010,TITN,Titan Machinery Inc,2022-03-16,2022-01-31,0.54,USD
6013,TIXT,TELUS International (Cda) Inc (Sub Voting),2022-05-05,2022-03-31,0.32,USD
6014,TJX,TJX Companies Inc,2022-05-17,2022-02-28,0.57,USD
6016,TKR,Timken Company,2022-04-26,2022-03-31,1.19,USD
6026,TLYS,Tillys Inc - Class A,2022-03-10,2022-02-28,0.41,USD
6033,TMHC,Taylor Morrison Home Corp,2022-04-27,2022-03-31,1.27,USD
6034,TMO,Thermo Fisher Scientific Inc,2022-04-27,2022-03-31,6.19,USD
6035,TMP,Tompkins Financial Corp,2022-04-28,2022-03-31,1.42,USD
6038,TMTNF,TMTNF,2022-05-02,2022-03-31,0.54,CAD
6039,TMUS,T-Mobile US Inc,2022-05-02,2022-03-31,0.47,USD
6040,TMX,Terminix Global Holdings Inc,2022-03-01,2021-12-31,0.22,USD
6045,TNET,TriNet Group Inc,2022-04-25,2022-03-31,2.05,USD
6049,TNL,Travel+Leisure Company,2022-04-26,2022-03-31,0.72,USD
6053,TOL,Toll Brothers Inc,2022-05-23,2022-04-30,1.91,USD
6063,TOWN,Townebank Portsmouth VA,2022-04-27,2022-03-31,0.58,USD
6064,TPB,Turning Point Brands Inc,2022-04-25,2022-03-31,0.59,USD
6068,TPH,Tri Pointe Homes Inc,2022-04-20,2022-03-31,0.66,USD
6070,TPL,Texas Pacific Land Corporation,2022-05-04,2022-03-31,12.06,USD
6072,TPR,Tapestry Inc,2022-05-12,2022-03-31,0.41,USD
6077,TPVG,TriplePoint Venture Growth BDC Corp,2022-03-03,2021-12-31,0.34,USD
6079,TPX,Tempur Sealy International Inc,2022-04-27,2022-03-31,0.72,USD
6094,TREX,TREX Co. Inc,2022-02-28,2021-12-31,0.53,USD
6096,TRGP,Targa Resources Corp,2022-05-04,2022-03-31,0.69,USD
6098,TRI,Thomson-Reuters Corp,2022-05-02,2022-03-31,0.6,USD
6103,TRIN,Trinity Capital Inc,2022-03-03,2021-12-31,0.4,USD
6106,TRMB,Trimble Inc,2022-05-03,2022-03-31,0.67,USD
6107,TRMK,Trustmark Corp,2022-04-25,2022-03-31,0.4,USD
6111,TRN,Trinity Industries Inc,2022-04-20,2022-03-31,0.15,USD
6112,TRNO,Terreno Realty Corp,2022-05-03,2022-03-31,0.28,USD
6113,TRNS,Transcat Inc,2022-05-16,2022-03-31,0.45,USD
6114,TROW,T. Rowe Price Group Inc,2022-04-28,2022-03-31,2.98,USD
6115,TROX,Tronox Holdings plc - Class A,2022-04-26,2022-03-31,0.65,USD
6116,TRP,TC Energy Corporation,2022-05-05,2022-03-31,0.9,CAD
6117,TRQ,Turquoise Hill Resources Ltd,2022-03-07,2021-12-31,0.59,USD
6122,TRS,Trimas Corporation,2022-03-01,2021-12-31,0.53,USD
6124,TRST,Trustco Bank Corp,2022-04-19,2022-03-31,0.69,USD
6127,TRTN,Triton International Ltd,2022-04-27,2022-03-31,2.63,USD
6128,TRTX,TPG RE Finance Trust Inc,2022-05-02,2022-03-31,0.31,USD
6129,TRU,TransUnion,2022-04-25,2022-03-31,0.92,USD
6132,TRV,Travelers Companies Inc,2022-04-18,2022-03-31,3.37,USD
6135,TRVG,Trivago NV,2022-05-02,2022-03-31,0.02,EUR
6143,TSC,Tristate Capital Holdings Inc,2022-04-19,2022-03-31,0.45,USD
6144,TSCO,Tractor Supply Company,2022-04-20,2022-03-31,1.39,USD
6146,TSEM,Tower Semiconductor Ltd,2022-05-10,2022-03-31,0.47,USD
6151,TSLA,Tesla Inc,2022-04-25,2022-03-31,2.24,USD
6152,TSLX,Sixth Street Specialty Lending Inc,2022-05-02,2022-03-31,0.5,USD
6153,TSN,Tyson Foods Inc - Class A,2022-05-09,2022-03-31,1.85,USD
6159,TT,Trane Technologies plc - Class A,2022-05-03,2022-03-31,0.99,USD
6160,TTC,Toro Company,2022-03-03,2022-01-31,0.63,USD
6163,TTD,Trade Desk Inc - Class A,2022-05-09,2022-03-31,0.14,USD
6164,TTEC,TTEC Holdings Inc,2022-03-01,2021-12-31,1.03,USD
6166,TTEK,Tetra Tech Inc,2022-04-26,2022-03-31,0.9,USD
6167,TTGT,Techtarget Inc,2022-05-03,2022-03-31,0.47,USD
6168,TTI,Tetra Technologies Inc,2022-02-28,2021-12-31,0.01,USD
6169,TTMI,TTM Technologies Inc,2022-04-26,2022-03-31,0.23,USD
6176,TTWO,Take-Two Interactive Software Inc,2022-05-16,2022-03-31,1.06,USD
6177,TU,Telus Corp,2022-05-05,2022-03-31,0.24,CAD
6182,TUP,Tupperware Brands Corporation,2022-05-03,2022-03-31,0.61,USD
6190,TW,Tradeweb Markets Inc Cls A,2022-04-28,2022-03-31,0.46,USD
6191,TWI,Titan International Inc,2022-03-03,2021-12-31,0.17,USD
6193,TWIN,Twin Disc Incorporated,2022-04-28,2022-03-31,0.05,USD
6199,TWNK,Hostess Brands Inc - Class A,2022-03-01,2021-12-31,0.23,USD
6201,TWO,Two Harbors Investment Corp,2022-05-03,2022-03-31,0.2,USD
6204,TWTR,Twitter Inc,2022-04-28,2022-03-31,0.05,USD
6205,TX,Ternium S.A.,2022-04-25,2022-03-31,3.41,USD
6209,TXN,Texas Instruments Inc,2022-04-25,2022-03-31,2.17,USD
6210,TXRH,Texas Roadhouse Inc,2022-04-27,2022-03-31,0.91,USD
6211,TXT,Textron Inc,2022-04-27,2022-01-31,0.74,USD
6213,TYL,Tyler Technologies Inc,2022-04-26,2022-03-31,1.68,USD
6214,TZOO,Travelzoo,2022-03-15,2021-12-31,0.13,USD
6217,UAA,Under Armour Inc - Class A,2022-05-02,2022-03-31,0.05,USD
6222,UBA,Urstadt Biddle Properties Inc - Class A,2022-03-09,2022-01-31,0.22,USD
6226,UBSI,United Bankshares Inc,2022-04-21,2022-03-31,0.6,USD
6229,UCBI,United Community Banks Inc,2022-04-18,2022-03-31,0.54,USD
6232,UCTT,Ultra Clean Hldgs Inc,2022-04-26,2022-03-31,1.16,USD
6233,UDR,UDR Inc,2022-04-25,2022-03-31,0.02,USD
6234,UE,Urban Edge Properties,2022-05-02,2022-03-31,0.06,USD
6235,UEIC,Universal Electronics Inc,2022-05-04,2022-03-31,0.58,USD
6238,UFCS,United Fire Group Inc,2022-05-03,2022-03-31,0.93,USD
6239,UFI,UNIFI Inc,2022-04-26,2022-03-31,0.12,USD
6240,UFPI,UFP Industries Inc,2022-04-19,2022-03-31,1.86,USD
6241,UFPT,UFP Technologies Inc,2022-03-02,2021-12-31,0.4,USD
6246,UGI,UGI Corp,2022-05-03,2022-03-31,2.11,USD
6247,UHAL,Amerco,2022-05-24,2022-03-31,7.38,USD
6248,UHS,Universal Health Services Inc - Class B,2022-04-25,2022-03-31,2.71,USD
6250,UI,Ubiquiti Inc,2022-05-05,2022-03-31,1.78,USD
6251,UIHC,United Insurance Holdings Corp,2022-05-03,2022-03-31,0.17,USD
6252,UIS,Unisys Corp,2022-05-04,2022-03-31,0.28,USD
6255,ULTA,Ulta Beauty Inc,2022-03-10,2022-01-31,4.57,USD
6257,UMBF,UMB Financial Corp,2022-04-25,2022-03-31,1.67,USD
6259,UMPQ,Umpqua Holdings Corp,2022-04-19,2022-03-31,0.4,USD
6261,UNF,Unifirst Corp,2022-03-29,2022-02-28,1.64,USD
6262,UNFI,United Natural Foods Inc,2022-03-08,2022-02-28,1.14,USD
6263,UNH,Unitedhealth Group Inc,2022-04-13,2022-03-31,5.37,USD
6268,UNM,Unum Group,2022-05-03,2022-03-31,0.89,USD
6269,UNP,Union Pacific Corp,2022-04-20,2022-03-31,2.49,USD
6273,UNTY,Unity Bancorp Inc,2022-04-13,2022-03-31,0.8,USD
6277,UPLD,Upland Software Inc,2022-05-03,2022-03-31,0.42,USD
6278,UPS,United Parcel Service Inc - Class B,2022-04-26,2022-03-31,2.9,USD
6281,URBN,Urban Outfitters Inc,2022-03-01,2022-01-31,0.5,USD
6286,URI,United Rentals Inc,2022-04-26,2022-03-31,4.95,USD
6293,USB,U.S. Bancorp.,2022-04-14,2022-03-31,0.97,USD
6295,USDP,USD Partners LP,2022-03-02,2021-12-31,0.18,USD
6297,USFD,US Foods Holding Corp,2022-05-09,2022-03-31,0.22,USD
6302,USM,United States Cellular Corporation,2022-05-04,2022-03-31,0.53,USD
6303,USNA,Usana Health Sciences Inc,2022-04-25,2022-03-31,1.14,USD
6304,USPH,U.S. Physical Therapy Inc,2022-05-04,2022-03-31,0.68,USD
6310,UTI,Universal Technical Institute Inc,2022-05-04,2022-03-31,0.07,USD
6311,UTL,Unitil Corp,2022-05-02,2022-03-31,1.31,USD
6313,UTZ,Utz Brands Inc - Class A,2022-03-16,2021-12-31,0.16,USD
6318,UVSP,Univest Financial Corp,2022-04-26,2022-03-31,0.6,USD
6320,UWMC,UWM Holdings Corporation Class A,2022-03-01,2021-12-31,0.15,USD
